,id_start,id_end,distance
787,1001434,1001464,165.39999999999998
788,1001434,1001466,173.89999999999998
789,1001434,1001468,184.59999999999997
790,1001434,1001470,195.19999999999996
791,1001434,1001437,0.0
792,1001436,1001400,237.1
793,1001436,1001402,227.4
794,1001436,1001404,207.20000000000002
795,1001436,1001406,191.20000000000002
796,1001436,1001408,169.5
797,1001436,1001410,158.4
798,1001436,1001412,142.79999999999998
799,1001436,1001414,124.6
800,1001436,1001416,111.39999999999999
801,1001436,1001418,97.8
802,1001436,1001420,84.9
803,1001436,1001422,75.3
804,1001436,1001424,63.900000000000006
805,1001436,1001426,45.3
806,1001436,1001428,29.5
807,1001436,1001430,20.9
808,1001436,1001432,11.9
809,1001436,1001434,4.0
810,1001436,1001438,9.0
811,1001436,1001438,9.0
812,1001436,1001440,19.0
813,1001436,1001442,22.9
814,1001436,1001488,27.4
815,1001436,1004356,31.4
816,1001436,1004354,33.4
817,1001436,1004355,35.4
818,1001436,1001444,36.1
819,1001436,1001446,42.7
820,1001436,1001448,52.300000000000004
821,1001436,1001450,68.0
822,1001436,1001452,77.9
823,1001436,1001454,89.2
824,1001436,1001456,102.8
825,1001436,1001458,111.7
826,1001436,1001460,116.8
827,1001436,1001460,116.8
828,1001436,1001461,129.6
829,1001436,1001462,134.7
830,1001436,1001464,161.39999999999998
831,1001436,1001466,169.89999999999998
832,1001436,1001468,180.59999999999997
833,1001436,1001470,191.19999999999996
834,1001436,1001437,5.0
835,1001436,1001400,237.1
836,1001436,1001402,227.4
837,1001436,1001404,207.20000000000002
838,1001436,1001406,191.20000000000002
839,1001436,1001408,169.5
840,1001436,1001410,158.4
841,1001436,1001412,142.79999999999998
842,1001436,1001414,124.6
843,1001436,1001416,111.39999999999999
844,1001436,1001418,97.8
845,1001436,1001420,84.9
846,1001436,1001422,75.3
847,1001436,1001424,63.900000000000006
848,1001436,1001426,45.3
849,1001436,1001428,29.5
850,1001436,1001430,20.9
851,1001436,1001432,11.9
852,1001436,1001434,4.0
853,1001436,1001438,9.0
854,1001436,1001438,9.0
855,1001436,1001440,19.0
856,1001436,1001442,22.9
857,1001436,1001488,27.4
858,1001436,1004356,31.4
859,1001436,1004354,33.4
860,1001436,1004355,35.4
861,1001436,1001444,36.1
862,1001436,1001446,42.7
863,1001436,1001448,52.300000000000004
864,1001436,1001450,68.0
865,1001436,1001452,77.9
866,1001436,1001454,89.2
867,1001436,1001456,102.8
868,1001436,1001458,111.7
869,1001436,1001460,116.8
870,1001436,1001460,116.8
871,1001436,1001461,129.6
872,1001436,1001462,134.7
873,1001436,1001464,161.39999999999998
874,1001436,1001466,169.89999999999998
875,1001436,1001468,180.59999999999997
876,1001436,1001470,191.19999999999996
877,1001436,1001437,5.0
878,1001438,1001400,246.1
879,1001438,1001402,236.4
880,1001438,1001404,216.20000000000002
881,1001438,1001406,200.20000000000002
882,1001438,1001408,178.5
883,1001438,1001410,167.4
884,1001438,1001412,151.79999999999998
885,1001438,1001414,133.6
886,1001438,1001416,120.39999999999999
887,1001438,1001418,106.8
888,1001438,1001420,93.9
889,1001438,1001422,84.3
890,1001438,1001424,72.9
891,1001438,1001426,54.3
892,1001438,1001428,38.5
893,1001438,1001430,29.9
894,1001438,1001432,20.9
895,1001438,1001434,13.0
896,1001438,1001436,9.0
897,1001438,1001436,9.0
898,1001438,1001440,10.0
899,1001438,1001442,13.9
900,1001438,1001488,18.4
901,1001438,1004356,22.4
902,1001438,1004354,24.4
903,1001438,1004355,26.4
904,1001438,1001444,27.099999999999998
905,1001438,1001446,33.699999999999996
906,1001438,1001448,43.3
907,1001438,1001450,59.0
908,1001438,1001452,68.9
909,1001438,1001454,80.2
910,1001438,1001456,93.8
911,1001438,1001458,102.7
912,1001438,1001460,107.8
913,1001438,1001460,107.8
